2008,Minnesota Twins,390000,8400000,8010000
1998,Seattle Mariners,170000,8153667,7983667
2000,Cleveland Indians,205000,8175000,7970000
2016,Cleveland Indians,507500,8450000,7942500
2003,Milwaukee Brewers,300000,8200000,7900000
2002,San Diego Padres,200000,8100000,7900000
1995,Toronto Blue Jays,109000,8000000,7891000
1997,Houston Astros,150000,8040000,7890000
2002,Pittsburgh Pirates,200000,8063003,7863003
2009,Tampa Bay Rays,402800,8250000,7847200
1998,Los Angeles Dodgers,170000,8000000,7830000
2002,Seattle Mariners,200000,8000000,7800000
2002,Detroit Tigers,200000,8000000,7800000
2002,Cleveland Indians,200000,8000000,7800000
2002,Montreal Expos,200000,8000000,7800000
2002,Kansas City Royals,200000,8000000,7800000
1998,Houston Astros,170000,7945000,7775000
1997,Seattle Mariners,150000,7885532,7735532
2003,Seattle Mariners,300000,8000000,7700000
2004,Seattle Mariners,300000,8000000,7700000
2005,Milwaukee Brewers,316000,8000000,7684000
2005,Washington Nationals,316000,8000000,7684000
1998,Texas Rangers,170000,7800000,7630000
2008,Baltimore Orioles,390000,8000000,7610000
2009,Baltimore Orioles,400000,8000000,7600000
2009,Washington Nationals,400000,8000000,7600000
2011,Toronto Blue Jays,416000,8000000,7584000
2001,Minnesota Twins,200000,7750000,7550000
1996,Seattle Mariners,109000,7650000,7541000
2001,Houston Astros,210000,7750000,7540000
2012,Tampa Bay Rays,480000,8000000,7520000
1995,Seattle Mariners,109000,7600000,7491000
2005,Pittsburgh Pirates,316000,7750000,7434000
1998,Boston Red Sox,170000,7575000,7405000
1998,Cleveland Indians,170000,7550000,7380000
1997,Texas Rangers,150000,7500000,7350000
1996,Texas Rangers,109000,7425000,7316000
2001,Detroit Tigers,200000,7500000,7300000
2000,Detroit Tigers,200000,7500000,7300000
2002,Milwaukee Brewers,202000,7500000,7298000
2000,Seattle Mariners,205000,7500000,7295000
2012,Arizona Diamondbacks,481000,7750000,7269000
2005,Florida Marlins,300000,7500000,7200000
2004,Tampa Bay Devil Rays,302500,7500000,7197500
2001,Pittsburgh Pirates,200000,7333333,7133333
2002,St. Louis Cardinals,245000,7333333,7088333
2011,San Diego Padres,414000,7500000,7086000
1997,Minnesota Twins,150000,7200000,7050000
1995,Chicago White Sox,109000,7150000,7041000
1996,Chicago White Sox,109500,7150000,7040500
2007,Florida Marlins,380000,7400000,7020000
